"Neighborhood","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X2ndFlrSF","LowQualFinSF","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PercOfWhiteCollar","MedianIncome","CollegeDegree","Remod","Age","isnew","TotalSqFeet","TotBathrooms","TotalPorchSF"
"ClearCr","2-STORY+","RL",80,28698,"Pave","None",1,"Low","CulDSac",0,"Norm","Norm","1Fam","2Story",5,5,1967,"Flat","Tar&Grv","Plywood","Plywood","None",0,2,"PConc",3,4,4,2,249,5,764,0,"GasA",2,1,"SBrkr",966,0,3,1,2,5,0,0,"Attchd",3,2,3,3,2,486,0,0,0,225,0,0,"None","None",0,2009,"WD","Abnorml",185000,0.89,86452,0.82,0,42,0,3139,3,225
"Somerst","2-STORY PUD 1946+","FV",24,2544,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","2Story",7,5,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",4,3,1,1,0,1,0,600,"GasA",4,1,"SBrkr",623,80,2,1,3,7,0,0,"Detchd",2,2,3,3,2,0,166,0,0,0,0,0,"None","None",0,2006,"WD","Normal",147400,0.75,95487,0.75,0,1,0,1823,2.5,166
"NAmes","1-STORY 1946+","RL",80,11900,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",6,5,1957,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,2,"CBlock",3,3,1,3,1040,1,0,352,"GasA",2,1,"FuseA",0,0,3,1,2,7,2,4,"Attchd",2,2,3,3,2,0,0,0,0,192,0,0,"None","None",0,2008,"WD","Normal",166000,0.75,47499,0.75,0,51,0,2784,2.5,192
"Somerst","2-STORY PUD 1946+","FV",30,3180,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","2Story",7,5,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",4,3,1,1,0,1,0,600,"GasA",4,1,"SBrkr",600,80,2,1,3,7,0,0,"Detchd",2,2,3,3,2,0,166,0,0,0,0,0,"None","None",0,2006,"WD","Normal",151000,0.75,95487,0.75,0,1,0,1800,2.5,166
"CollgCr","2-STORY+","RL",44,9548,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","2Story",7,6,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",223,2,"PConc",4,3,1,6,483,1,0,458,"GasA",4,1,"SBrkr",888,0,3,1,3,7,1,3,"Attchd",2,2,3,3,2,192,39,0,0,0,0,0,"None","None",0,2010,"WD","Normal",237000,0.91,39359,0.91,0,7,0,2770,3.5,39
"NAmes","1-STORY 1946+","RL",100,10004,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,6,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",180,2,"CBlock",3,3,1,3,196,4,345,975,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,2,3,3,2,0,0,0,0,152,0,0,"None","None",0,2009,"WD","Normal",167000,0.75,47499,0.75,0,45,0,3032,1.5,152
"NAmes","1-STORY 1946+","RL",75,7875,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,2,"CBlock",3,3,1,3,572,1,0,572,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2008,"WD","Normal",139950,0.75,47499,0.75,0,47,0,2288,2,0
"Sawyer","1-STORY 1946+","RL",60,9600,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,7,1950,"Gable","CompShg","VinylSd","HdBoard","None",0,2,"CBlock",4,3,1,4,442,1,0,625,"GasA",2,1,"SBrkr",0,0,2,1,3,5,0,0,"Attchd",1,2,3,3,2,290,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",128000,0.64,54928,0.87,1,15,0,2134,2,0
"OldTown","1-STORY 1945-","RM",90,8100,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1948,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"BrkTil",3,3,1,3,338,1,0,1221,"GasA",3,1,"SBrkr",0,0,2,1,2,5,0,0,"Detchd",1,2,3,3,2,0,116,230,0,0,0,0,"GdWo","None",0,2007,"COD","Normal",153500,0.84,41223,0.85,1,34,0,3118,2,346
"BrDale","2-STORY PUD 1946+","RM",21,1680,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","2Story",6,5,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",158,2,"CBlock",3,3,1,4,330,1,0,153,"GasA",2,1,"SBrkr",504,0,2,1,2,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",100000,0.82,33258,0.63,0,35,0,1470,2.5,0
"CollgCr","1-STORY 1946+","RL",75,9525,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,1099,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",1,1,3,3,2,278,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",144000,0.91,39359,0.91,1,2,0,2198,1.5,0
"Edwards","1/2 STORY Fin","RL",70,11767,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",5,6,1946,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,4,352,1,0,416,"GasA",4,1,"SBrkr",432,0,3,1,2,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",130500,0.61,46530,0.63,1,13,0,1968,1,0
"SWISU","2-STORY 1945-","RH",60,12155,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,8,1925,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",3,3,1,4,156,1,0,516,"GasA",2,0,"SBrkr",672,0,4,1,1,7,0,0,"Detchd",1,1,3,3,1,0,0,254,0,0,0,0,"None","None",0,2008,"WD","Normal",140000,1,51183,0.83,1,58,0,2154,2,254
"OldTown","2-STORY 1945-","RM",60,10440,"Pave","Grvl",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",5,8,1904,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",3,3,1,1,0,1,0,650,"GasA",3,1,"SBrkr",581,0,3,1,3,7,1,1,"Detchd",1,2,4,3,1,70,78,68,0,0,0,0,"None","None",0,2008,"WD","Normal",157500,0.84,41223,0.85,1,6,0,2189,2,146
"NAmes","SPLIT OR MULTI-LEVEL","RL",82,9020,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",6,7,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,2,"CBlock",3,3,4,3,312,5,539,276,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,2,4,4,2,0,129,0,0,0,0,0,"GdPrv","None",0,2008,"WD","Normal",174900,0.75,47499,0.75,0,42,0,2292,2.5,129
"NAmes","DUPLEX","RL",80,8000,"Pave","None",2,"Lvl","Corner",2,"Artery","Norm","Duplex","1Story",5,4,1961,"Gable","CompShg","BrkFace","BrkFace","None",0,2,"CBlock",3,3,1,1,0,1,0,1800,"GasA",4,0,"SBrkr",0,0,6,2,2,7,0,0,"None",0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",141000,0.75,47499,0.75,0,46,0,3600,2,0
"OldTown","1/2 STORY Fin","RM",100,12665,"Pave","Grvl",2,"Lvl","Inside",2,"Artery","Norm","1Fam","1.5Fin",5,8,1915,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",3,3,2,1,0,1,0,876,"GasA",3,1,"SBrkr",540,0,4,1,2,7,1,4,"Detchd",1,3,3,3,2,418,0,194,0,0,0,0,"None","None",0,2008,"WD","Normal",153900,0.84,41223,0.85,1,58,0,2292,1.5,194
"Sawyer","SPLIT FOYER","RL",71,16647,"Pave","None",2,"Lvl","CulDSac",2,"RRAe","Norm","1Fam","SFoyer",5,5,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",4,3,4,5,1390,1,0,0,"GasA",2,1,"SBrkr",0,0,3,1,2,5,2,3,"Basment",3,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",171000,0.64,54928,0.87,1,26,0,3091,3,0
"SawyerW","2-STORY+","RL",75,9317,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,2,"PConc",4,3,1,5,513,1,0,227,"GasA",4,1,"SBrkr",769,0,3,1,3,7,1,3,"Attchd",1,2,3,3,2,234,72,192,0,0,0,0,"None","None",0,2009,"WD","Normal",213000,0.64,68542,0.73,0,16,0,2515,3.5,264
"CollgCr","1-STORY 1946+","RL",36,15523,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",5,6,1972,"Gable","CompShg","HdBoard","Plywood","None",0,2,"CBlock",3,3,3,4,460,1,0,404,"GasA",4,1,"SBrkr",0,0,3,1,2,7,1,2,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",133500,0.91,39359,0.91,0,37,0,1728,2,0
"ClearCr","1/2 STORY Fin","RL",75,45600,"Pave","None",1,"Bnk","Inside",2,"Norm","Norm","1Fam","1.5Fin",6,8,1908,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",3,3,1,1,0,1,0,907,"GasA",2,1,"SBrkr",1051,0,5,1,2,7,1,4,"Detchd",1,2,2,3,2,486,40,0,0,175,0,0,"None","None",0,2008,"WD","Normal",240000,0.89,86452,0.82,1,11,0,3265,3,215
"Veenker","SPLIT OR MULTI-LEVEL","RL",80,9600,"Pave","None",2,"Lvl","FR2",2,"Feedr","Norm","1Fam","SLvl",6,7,1976,"Hip","CompShg","Plywood","Plywood","BrkFace",360,3,"CBlock",3,3,1,1,0,1,0,528,"GasA",4,1,"SBrkr",761,0,3,1,2,7,1,3,"Attchd",2,2,3,3,2,113,100,0,0,0,0,0,"None","None",0,2007,"WD","Normal",187000,0.75,85268,0.81,1,13,0,2383,2.5,100
"CollgCr","1-STORY PUD 1946+","RM",36,4435,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",6,5,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,2,"PConc",4,3,3,6,659,1,0,189,"GasA",4,1,"SBrkr",0,0,1,1,3,7,0,0,"Attchd",3,2,3,3,2,140,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",131500,0.91,39359,0.91,0,4,0,1696,2,0
"Blmngtn","1-STORY PUD 1946+","RL",43,3196,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",8,5,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,2,"PConc",4,3,4,1,0,1,0,1273,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,3,"Attchd",3,2,3,3,2,143,20,0,0,0,0,0,"None","None",0,2006,"WD","Normal",215000,0.75,77726,0.88,0,3,0,2729,2,20
"Crawfor","75","RL",53,7128,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2.5Unf",7,5,1941,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",3,3,1,3,364,1,0,554,"GasA",3,1,"SBrkr",728,0,4,1,2,7,2,4,"Detchd",1,1,3,3,2,0,0,0,0,126,0,0,"MnPrv","None",0,2007,"WD","Normal",164000,0.85,86452,0.84,1,57,0,2564,2,126
"NAmes","SPLIT OR MULTI-LEVEL","RL",73,12095,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","SLvl",6,6,1964,"Gable","CompShg","MetalSd","HdBoard","BrkFace",115,3,"CBlock",3,3,4,3,564,1,0,563,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,2,"Attchd",2,2,3,3,2,180,0,0,0,0,0,0,"MnPrv","None",0,2009,"WD","Normal",158000,0.75,47499,0.75,0,45,0,2572,1.5,0
"Sawyer","1-STORY 1946+","RL",102,17920,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,4,1955,"Hip","CompShg","Wd Sdng","Plywood","None",0,2,"CBlock",3,3,2,5,306,3,1085,372,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,4,"Attchd",1,2,3,3,2,0,418,0,0,312,0,0,"None","None",0,2006,"WD","Abnorml",170000,0.64,54928,0.87,1,32,0,3542,2.5,730
"Sawyer","1-STORY 1946+","RL",71,6897,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",5,8,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"CBlock",3,3,1,5,659,1,0,381,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",1,1,3,3,2,0,104,0,0,0,0,0,"None","None",0,2010,"WD","Normal",127000,0.64,54928,0.87,1,0,0,2080,2.5,104
"CollgCr","SPLIT OR MULTI-LEVEL","RL",70,10970,"Pave","None",2,"Low","Inside",1,"Norm","Norm","1Fam","SLvl",6,6,1978,"Gable","CompShg","Plywood","HdBoard","None",0,2,"CBlock",4,4,4,6,505,2,435,0,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",1,2,3,2,2,0,0,34,0,0,0,0,"MnPrv","None",0,2008,"WD","Normal",147000,0.91,39359,0.91,0,30,0,1966,2,34
"Gilbert","2-STORY+","RL",65,8125,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1994,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"PConc",4,3,1,1,0,1,0,702,"GasA",3,1,"SBrkr",779,0,3,1,2,7,1,3,"Attchd",3,2,3,3,2,0,36,0,0,0,0,0,"None","None",0,2009,"WD","Normal",174000,0.55,82976,0.75,1,14,0,2183,2.5,36
"NWAmes","1-STORY 1946+","RL",80,10400,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",189,2,"CBlock",4,3,1,1,0,1,0,1090,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,3,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,2009,"WD","Family",152000,0.89,87636,0.86,0,33,0,2460,2,0
"NWAmes","2-STORY+","RL",80,11029,"Pave","None",2,"Lvl","Corner",2,"PosA","Norm","1Fam","2Story",6,7,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",220,2,"CBlock",3,3,2,4,619,1,0,435,"GasA",2,1,"SBrkr",1142,0,4,1,3,7,1,4,"Attchd",1,2,3,3,2,0,65,0,0,222,0,0,"None","None",0,2006,"WD","Normal",250000,0.89,87636,0.86,1,22,0,3708,3.5,287
"Crawfor","1/2 STORY Fin","RL",55,7642,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1.5Fin",7,8,1918,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",3,3,1,1,0,1,0,912,"GasA",3,1,"SBrkr",514,0,3,1,3,7,1,4,"Detchd",1,1,3,3,2,0,240,0,0,0,0,0,"GdPrv","None",0,2007,"WD","Normal",189950,0.85,86452,0.84,1,9,0,2338,1.5,240
"Sawyer","190","RL",75,11625,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","2fmCon","1Story",5,4,1965,"Hip","CompShg","Plywood","HdBoard","None",0,2,"PConc",3,3,2,4,841,1,0,198,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",131500,0.64,54928,0.87,0,45,0,2078,2.5,0
"SawyerW","1-STORY 1946+","RL",81,9672,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",6,5,1984,"Hip","CompShg","HdBoard","Plywood","None",0,2,"PConc",4,3,1,6,338,1,0,702,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,2010,"WD","Normal",152000,0.64,68542,0.73,1,25,0,2137,2,0
"NAmes","1-STORY 1946+","RL",70,7931,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1959,"Hip","CompShg","BrkFace","Plywood","None",0,2,"CBlock",3,3,1,4,1148,1,0,0,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,2009,"WD","Normal",132500,0.75,47499,0.75,0,50,0,2296,2,0
"Somerst","1-STORY 1946+","FV",72,8640,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",5,3,1,1,0,1,0,1372,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",3,2,3,3,2,0,140,0,0,0,0,0,"None","None",0,2008,"New","Partial",250580,0.75,95487,0.75,1,0,0,2744,2,140
"NAmes","1-STORY 1946+","RL",73,8750,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1970,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,2,"CBlock",3,3,1,4,828,1,0,174,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,2009,"WD","Normal",148500,0.75,47499,0.75,0,39,0,2004,2,0
"Timber","1-STORY 1946+","RL",67,10656,"Pave","None",2,"HLS","Inside",2,"Norm","Norm","1Fam","1Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",274,2,"PConc",4,3,3,1,0,1,0,1638,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,4,"Attchd",2,3,3,3,2,192,80,0,0,0,0,0,"None","None",0,2007,"New","Partial",248900,0.71,85268,0.85,1,0,0,3284,2,80
"Sawyer","1-STORY 1946+","RL",85,6970,"Pave","None",2,"Lvl","Corner",2,"Feedr","Norm","1Fam","1Story",4,5,1961,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",3,3,1,5,932,1,0,108,"GasA",2,1,"SBrkr",0,0,3,1,1,7,0,0,"Attchd",2,2,3,3,2,168,0,0,0,0,0,0,"None","Shed",400,2007,"WD","Normal",129000,0.64,54928,0.87,0,46,0,2160,2.5,0
"Gilbert","2-STORY+","RL",65,14762,"Pave","None",1,"Lvl","Corner",2,"Feedr","Norm","1Fam","2Story",5,6,1948,"Gable","CompShg","Plywood","Plywood","None",0,2,"Slab",0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",720,53,2,1,2,7,1,3,"Attchd",1,2,3,3,1,120,144,0,0,0,0,0,"None","None",0,2006,"WD","Normal",169000,0.55,82976,0.75,1,56,0,2320,2,144
"SawyerW","2-STORY+","RL",80,9938,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,1993,"Gable","CompShg","MetalSd","MetalSd","BrkFace",246,2,"PConc",4,3,1,6,750,1,0,300,"GasA",4,1,"SBrkr",887,0,3,1,3,7,1,3,"Attchd",3,2,3,3,2,156,90,0,0,0,0,0,"GdPrv","None",0,2010,"WD","Normal",236000,0.64,68542,0.73,1,16,0,2999,3.5,90
"NAmes","1-STORY 1946+","RL",60,6600,"Pave","None",2,"Lvl","Inside",2,"PosN","Norm","1Fam","1Story",5,5,1962,"Hip","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,1,0,1,0,894,"GasA",3,0,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",109500,0.75,47499,0.75,0,47,0,1788,1,0
"CollgCr","2-STORY+","RL",70,8750,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",116,2,"PConc",4,3,1,6,505,1,0,299,"GasA",4,1,"SBrkr",878,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,77,0,0,0,0,0,"None","None",0,2010,"WD","Normal",200500,0.91,39359,0.91,0,12,0,2486,2.5,77
"NAmes","1-STORY 1946+","RL",74,8892,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",5,7,1953,"Gable","CompShg","WdShing","Wd Shng","None",0,2,"Stone",3,3,3,1,0,1,0,105,"GasA",3,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",1,2,3,3,2,196,0,150,0,0,0,0,"GdWo","None",0,2008,"WD","Normal",116000,0.75,47499,0.75,1,12,0,1015,1,150
"NAmes","1-STORY Unf Attic","RL",60,12144,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1949,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",3,3,1,3,375,1,0,457,"GasA",3,1,"SBrkr",0,232,3,1,2,7,1,4,"Attchd",1,1,3,3,2,0,28,0,0,0,0,0,"None","Othr",0,2009,"WD","Normal",133000,0.75,47499,0.75,1,59,0,2100,1,28
"OldTown","1/2 STORY Fin","RM",52,5720,"Pave","None",2,"Lvl","Inside",2,"Artery","Norm","1Fam","1.5Fin",5,6,1941,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,1,1,0,1,0,676,"GasA",4,1,"SBrkr",455,0,3,1,2,7,0,0,"Detchd",1,1,3,3,2,26,0,0,0,0,0,0,"None","None",0,2009,"WD","Abnorml",66500,0.84,41223,0.85,1,59,0,1807,1.5,0
"Somerst","2-STORY+","FV",75,9000,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,2,"PConc",4,3,3,6,64,1,0,1120,"GasA",4,1,"SBrkr",1426,0,4,1,4,7,1,4,"BuiltIn",3,2,3,3,2,208,364,0,0,0,0,0,"None","None",0,2007,"New","Partial",303477,0.75,95487,0.75,0,0,1,3794,2.5,364
"Mitchel","1-STORY 1946+","RL",94,25286,"Pave","None",2,"HLS","Inside",1,"Norm","Norm","1Fam","1Story",4,5,1963,"Gable","CompShg","HdBoard","Plywood","None",0,2,"PConc",3,3,4,5,633,1,0,431,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",132250,0.75,73557,0.62,0,44,0,2104,2,0
"NridgHt","2-STORY+","RL",74,8834,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",9,5,2004,"Hip","CompShg","VinylSd","VinylSd","Stone",216,2,"PConc",5,3,1,6,1170,1,0,292,"GasA",4,1,"SBrkr",762,0,4,1,4,7,1,4,"Attchd",3,3,3,3,2,184,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",350000,0.75,105583,0.89,1,4,0,3686,3.5,0
"Sawyer","SPLIT FOYER","RL",88,11782,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SFoyer",5,7,1961,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",3,3,3,5,899,1,0,210,"GasA",2,1,"SBrkr",0,0,3,1,3,5,0,0,"Detchd",1,2,3,3,2,192,0,0,0,0,0,0,"MnPrv","Shed",400,2010,"WD","Normal",148000,0.64,54928,0.87,1,15,0,2264,2,0
"CollgCr","1-STORY 1946+","RL",70,7000,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",5,8,1978,"Gable","CompShg","VinylSd","VinylSd","BrkFace",90,3,"CBlock",3,3,1,5,646,1,0,218,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2009,"WD","Normal",136500,0.91,39359,0.91,1,4,0,1728,2,0
"Edwards","1-STORY 1946+","RL",60,7024,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",5,4,1,5,980,1,0,110,"GasA",3,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",3,2,3,3,2,0,49,0,0,0,0,0,"None","None",0,2007,"WD","Normal",157000,0.61,46530,0.63,1,1,0,2180,2.5,49
"Timber","1/2 STORY Fin","RL",44,13758,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1.5Fin",7,5,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,3,"CBlock",4,3,2,2,902,1,0,254,"GasA",4,1,"SBrkr",530,0,3,1,3,7,1,3,"Attchd",2,2,3,3,2,168,36,0,0,0,0,0,"None","None",0,2007,"WD","Normal",187500,0.71,85268,0.85,1,16,0,2873,2.5,36
"Gilbert","2-STORY+","RL",65,9636,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",6,5,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,808,"GasA",3,1,"SBrkr",785,0,3,1,2,7,1,3,"BuiltIn",2,2,3,3,2,342,40,0,0,0,0,0,"MnPrv","None",0,2009,"WD","Normal",178000,0.55,82976,0.75,1,16,0,2401,2.5,40
"SWISU","75","RL",60,6204,"Pave","None",2,"Bnk","Inside",2,"Norm","Norm","1Fam","2.5Fin",4,5,1912,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"PConc",3,2,1,1,0,1,0,795,"GasA",2,0,"SBrkr",795,481,5,1,2,7,0,0,"Detchd",1,1,3,4,2,0,188,0,0,0,0,0,"None","None",0,2006,"WD","Normal",118500,1,51183,0.83,1,56,0,3025,2,188
"NAmes","1-STORY 1946+","RL",65,7150,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,2,"CBlock",3,3,1,4,432,1,0,460,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2009,"WD","Normal",100000,0.75,47499,0.75,0,42,0,1784,1,0
"Somerst","1-STORY PUD 1946+","FV",50,5119,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","TwnhsE","1Story",9,5,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,2,"PConc",5,3,3,6,1238,1,0,460,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,3,"Attchd",3,2,3,3,2,97,65,0,0,0,0,0,"None","None",0,2008,"CWD","Abnorml",328900,0.75,95487,0.75,1,8,0,3407,3,65
